nazwa_stopu,kategoria,alloy_key,folder_1000x,image_path,image_filename,grubosc_mm,T_aust_C,t_aust_min,T_hart_C,t_hart_min,Rm_MPa,Rp02_MPa,A_pct,impact_J,HB,HB_skala,chem_C,chem_Si,chem_Mn,chem_S,chem_P,chem_Mg,chem_Cu,chem_Ni
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-013.jpg,Cu_6mm_1000x-013.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-014.jpg,Cu_6mm_1000x-014.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-015.jpg,Cu_6mm_1000x-015.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-016.jpg,Cu_6mm_1000x-016.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-017.jpg,Cu_6mm_1000x-017.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-018.jpg,Cu_6mm_1000x-018.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-019.jpg,Cu_6mm_1000x-019.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-020.jpg,Cu_6mm_1000x-020.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-021.jpg,Cu_6mm_1000x-021.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-022.jpg,Cu_6mm_1000x-022.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-023.jpg,Cu_6mm_1000x-023.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-024.jpg,Cu_6mm_1000x-024.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-025.jpg,Cu_6mm_1000x-025.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-026.jpg,Cu_6mm_1000x-026.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-027.jpg,Cu_6mm_1000x-027.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-028.jpg,Cu_6mm_1000x-028.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-029.jpg,Cu_6mm_1000x-029.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-030.jpg,Cu_6mm_1000x-030.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-031.jpg,Cu_6mm_1000x-031.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-032.jpg,Cu_6mm_1000x-032.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-033.jpg,Cu_6mm_1000x-033.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-034.jpg,Cu_6mm_1000x-034.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-035.jpg,Cu_6mm_1000x-035.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-036.jpg,Cu_6mm_1000x-036.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-037.jpg,Cu_6mm_1000x-037.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-038.jpg,Cu_6mm_1000x-038.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-039.jpg,Cu_6mm_1000x-039.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-040.jpg,Cu_6mm_1000x-040.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-041.jpg,Cu_6mm_1000x-041.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-042.jpg,Cu_6mm_1000x-042.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-043.jpg,Cu_6mm_1000x-043.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-044.jpg,Cu_6mm_1000x-044.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-045.jpg,Cu_6mm_1000x-045.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-046.jpg,Cu_6mm_1000x-046.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-047.jpg,Cu_6mm_1000x-047.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-048.jpg,Cu_6mm_1000x-048.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-049.jpg,Cu_6mm_1000x-049.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-050.jpg,Cu_6mm_1000x-050.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-051.jpg,Cu_6mm_1000x-051.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-052.jpg,Cu_6mm_1000x-052.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-053.jpg,Cu_6mm_1000x-053.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-054.jpg,Cu_6mm_1000x-054.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-055.jpg,Cu_6mm_1000x-055.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-056.jpg,Cu_6mm_1000x-056.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-057.jpg,Cu_6mm_1000x-057.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-058.jpg,Cu_6mm_1000x-058.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-059.jpg,Cu_6mm_1000x-059.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-060.jpg,Cu_6mm_1000x-060.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-061.jpg,Cu_6mm_1000x-061.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-062.jpg,Cu_6mm_1000x-062.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-063.jpg,Cu_6mm_1000x-063.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-064.jpg,Cu_6mm_1000x-064.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-065.jpg,Cu_6mm_1000x-065.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-066.jpg,Cu_6mm_1000x-066.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-067.jpg,Cu_6mm_1000x-067.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-068.jpg,Cu_6mm_1000x-068.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-069.jpg,Cu_6mm_1000x-069.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-070.jpg,Cu_6mm_1000x-070.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-071.jpg,Cu_6mm_1000x-071.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-072.jpg,Cu_6mm_1000x-072.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-073.jpg,Cu_6mm_1000x-073.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-074.jpg,Cu_6mm_1000x-074.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-075.jpg,Cu_6mm_1000x-075.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-076.jpg,Cu_6mm_1000x-076.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-077.jpg,Cu_6mm_1000x-077.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-078.jpg,Cu_6mm_1000x-078.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-079.jpg,Cu_6mm_1000x-079.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-080.jpg,Cu_6mm_1000x-080.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
Cu_6mm_OC2_*,poprawne_adi,GJS Cu lub Cu,POPRAWNE_ADI\Cu_6mm_1000x,POPRAWNE_ADI\Cu_6mm_1000x\Cu_6mm_1000x-081.jpg,Cu_6mm_1000x-081.jpg,6.0,870,90,370,90,1052.7961137699929,858.0126483499662,12.699938827190953,,304.6666666666667,HB,3.47,2.54,0.35,0.012,0.044,0.035,0.7,0.25
